sample,label,Fc0,Fc1,Fc2,Fc3,Fc4,Fv5,Fv6,Fv7,Fv8,Fv9
Fc1C2Fc4C3Fv7V3LRS20,T,C7,C8,C0,C0,C3,8,0,3,0,0
Fc1C2Fc4C3Fv7V3LRS21,S,C0,C3,C9,C0,C3,0,0,2,0,5
Fc1C2Fc4C3Fv7V3LRS23,P,C0,C0,C6,C8,C3,7,0,2,0,0
Fc1C2Fc4C3Fv7V3LRS24,Q,C1,C2,C5,C3,C7,7,7,3,0,0
Fc1C2Fc4C3Fv7V3LRS25,P,C2,C1,C0,C0,C0,0,0,3,0,0
Fc1C2Fc4C3Fv7V3LRS26,Q,C3,C2,C2,C9,C0,6,0,2,0,0
Fc1C2Fc4C3Fv7V3LRS27,S,C0,C1,C0,C3,C0,0,7,3,0,8
Fc1C2Fc4C3Fv7V3LRS28,R,C1,C0,C3,C0,C0,0,0,2,0,0
Fc1C2Fc4C3Fv7V3LRS29,P,C0,C0,C1,C0,C0,2,3,3,6,0
Fc1C2Fc4C3Fv7V3LRS30,T,C0,C4,C0,C0,C0,0,0,3,0,5
Fc1C2Fc4C3Fv7V3LRS31,T,C8,C0,C0,C8,C0,0,5,3,0,0
Fc1C2Fc4C3Fv8V1LSS7,P,C0,C9,C3,C0,C0,0,0,0,0,6
Fc1C2Fc4C3Fv8V1LSS8,V,C2,C2,C1,C3,C2,4,7,0,1,0
Fc1C2Fc4C3Fv8V1LSS9,S,C0,C3,C3,C3,C0,1,1,0,2,5
Fc1C2Fc4C3Fv8V1LSS10,Q,C8,C0,C0,C8,C0,5,0,0,1,5
Fc1C2Fc4C3Fv8V1LSS11,P,C3,C6,C3,C4,C1,0,0,0,0,8
Fc1C2Fc4C3Fv8V1LSS13,Q,C0,C0,C0,C0,C1,0,6,0,1,8
Fc1C2Fc4C3Fv8V1LSS14,P,C0,C0,C2,C0,C2,0,0,0,0,0
Fc1C2Fc4C3Fv8V1LSS16,P,C3,C3,C5,C2,C0,0,0,3,0,0
Fc1C2Fc4C3Fv8V1LSS18,V,C0,C0,C0,C0,C0,6,0,0,0,0
Fc1C2Fc4C3Fv8V1LSS19,Q,C3,C1,C0,C0,C0,3,7,6,0,2
Fc1C2Fc4C3Fv8V1LSS20,R,C0,C4,C0,C9,C1,0,0,0,1,0
Fc1C2Fc4C3Fv8V1LSS21,Q,C0,C1,C5,C0,C0,0,0,0,1,4
Fc1C2Fc4C3Fv8V1LSS22,S,C0,C5,C3,C2,C0,0,0,0,1,0
Fc1C2Fc4C3Fv8V1LSS23,V,C0,C1,C3,C4,C7,0,0,0,1,5
Fc1C2Fc4C3Fv8V1LSS24,T,C7,C0,C1,C9,C0,0,0,6,2,0
Fc1C2Fc4C3Fv8V1LSS25,R,C0,C7,C0,C2,C3,0,3,0,0,7
Fc1C2Fc4C3Fv8V1LSS26,V,C7,C1,C1,C0,C0,0,7,0,1,0
Fc1C2Fc4C3Fv8V1LSS27,P,C0,C3,C1,C3,C3,0,7,1,0,7
Fc1C2Fc4C3Fv8V1LSS28,P,C1,C1,C5,C2,C2,0,6,1,3,0
Fc1C2Fc4C3Fv8V1LSS29,V,C0,C9,C5,C0,C3,0,0,8,1,0
Fc1C2Fc4C3Fv8V1LSS31,R,C3,C5,C2,C0,C8,3,8,1,3,8
Fc1C2Fc4C3Fv8V2LTS7,R,C0,C0,C2,C0,C0,0,0,0,2,4
Fc1C2Fc4C3Fv8V2LTS8,P,C0,C3,C8,C0,C1,0,8,0,2,0
Fc1C2Fc4C3Fv8V2LTS9,P,C0,C2,C1,C3,C2,0,0,6,2,0
Fc1C2Fc4C3Fv8V2LTS10,S,C0,C3,C1,C2,C0,0,0,0,1,0
Fc1C2Fc4C3Fv8V2LTS11,P,C0,C0,C0,C0,C0,0,0,7,1,4
Fc1C2Fc4C3Fv8V2LTS12,P,C3,C1,C0,C1,C2,0,0,0,1,5
Fc1C2Fc4C3Fv8V2LTS13,S,C1,C7,C4,C2,C0,0,0,0,2,0
Fc1C2Fc4C3Fv8V2LTS14,Q,C3,C5,C0,C2,C0,6,1,0,2,5
Fc1C2Fc4C3Fv8V2LTS15,R,C0,C0,C1,C2,C0,4,1,0,1,6
Fc1C2Fc4C3Fv8V2LTS16,R,C0,C1,C3,C0,C4,0,0,0,2,8
Fc1C2Fc4C3Fv8V2LTS17,V,C0,C9,C0,C0,C0,7,0,0,2,0
Fc1C2Fc4C3Fv8V2LTS18,Q,C0,C4,C5,C3,C0,0,0,0,2,9
Fc1C2Fc4C3Fv8V2LTS19,R,C2,C1,C2,C0,C3,0,6,0,0,2
Fc1C2Fc4C3Fv8V2LTS21,P,C2,C2,C5,C3,C2,4,0,0,1,0
Fc1C2Fc4C3Fv8V2LTS22,Q,C0,C0,C0,C0,C0,0,8,0,1,4
Fc1C2Fc4C3Fv8V2LTS23,V,C1,C2,C1,C7,C0,0,0,0,2,5
Fc1C2Fc4C3Fv8V2LTS24,V,C9,C0,C3,C5,C0,0,0,0,1,0
Fc1C2Fc4C3Fv8V2LTS25,S,C0,C0,C0,C0,C0,0,0,0,1,0
Fc1C2Fc4C3Fv8V2LTS26,R,C0,C3,C0,C0,C1,0,0,0,2,0
Fc1C2Fc4C3Fv8V2LTS27,P,C9,C4,C2,C3,C2,0,0,8,1,0
Fc1C2Fc4C3Fv8V2LTS28,P,C5,C8,C0,C0,C0,7,2,5,1,0
Fc1C2Fc4C3Fv8V2LTS29,P,C3,C0,C3,C3,C0,0,0,5,2,0
Fc1C2Fc4C3Fv8V2LTS30,T,C0,C1,C0,C0,C3,0,0,0,2,0
Fc1C2Fc4C3Fv8V2LTS31,Q,C1,C0,C3,C3,C7,0,0,0,2,5
Fc1C2Fc4C3Fv8V3LVS7,S,C4,C3,C8,C2,C2,0,0,8,3,0
Fc1C2Fc4C3Fv8V3LVS8,V,C0,C0,C0,C0,C0,0,0,0,3,0
Fc1C2Fc4C3Fv8V3LVS9,P,C3,C0,C8,C3,C4,5,0,0,2,0
Fc1C2Fc4C3Fv8V3LVS10,T,C0,C1,C0,C1,C1,0,0,5,1,3
Fc1C2Fc4C3Fv8V3LVS11,P,C0,C1,C0,C0,C7,0,0,8,3,0
Fc1C2Fc4C3Fv8V3LVS12,P,C0,C2,C3,C0,C1,0,0,0,2,0
Fc1C2Fc4C3Fv8V3LVS13,Q,C0,C0,C3,C0,C1,0,0,7,3,0
Fc1C2Fc4C3Fv8V3LVS14,P,C0,C0,C3,C2,C2,0,4,0,2,0
Fc1C2Fc4C3Fv8V3LVS15,P,C0,C0,C3,C3,C0,0,0,0,3,0
Fc1C2Fc4C3Fv8V3LVS16,Q,C0,C0,C0,C0,C0,0,0,0,2,0
Fc1C2Fc4C3Fv8V3LVS17,S,C1,C6,C2,C6,C0,0,0,0,3,0
Fc1C2Fc4C3Fv8V3LVS18,S,C2,C0,C9,C2,C0,0,0,0,2,0
Fc1C2Fc4C3Fv8V3LVS19,V,C0,C0,C5,C0,C0,5,3,1,1,0
Fc1C2Fc4C3Fv8V3LVS20,V,C0,C1,C0,C0,C0,4,3,3,3,0
Fc1C2Fc4C3Fv8V3LVS21,Q,C0,C0,C0,C0,C2,0,0,7,2,0
Fc1C2Fc4C3Fv8V3LVS22,Q,C6,C4,C3,C2,C8,0,0,4,3,5
Fc1C2Fc4C3Fv8V3LVS23,P,C0,C2,C0,C3,C8,0,4,0,2,0
Fc1C2Fc4C3Fv8V3LVS24,Q,C0,C8,C0,C1,C0,0,4,4,3,1
Fc1C2Fc4C3Fv8V3LVS25,S,C0,C7,C0,C4,C0,0,4,0,2,0
Fc1C2Fc4C3Fv8V3LVS26,Q,C2,C0,C0,C1,C2,0,0,0,3,0
Fc1C2Fc4C3Fv8V3LVS27,R,C0,C0,C0,C3,C0,7,0,6,3,0
Fc1C2Fc4C3Fv8V3LVS28,P,C3,C0,C0,C1,C0,0,0,0,2,0
Fc1C2Fc4C3Fv8V3LVS29,P,C3,C0,C0,C0,C0,0,4,0,2,0
Fc1C2Fc4C3Fv8V3LVS30,Q,C0,C1,C0,C9,C0,0,0,0,3,7
Fc1C2Fc4C3Fv8V3LVS31,P,C0,C3,C3,C0,C2,0,0,0,2,0
Fc1C2Fc4C3Fv9V1LPS7,T,C0,C0,C0,C2,C2,0,8,0,0,0
Fc1C2Fc4C3Fv9V1LPS8,S,C0,C4,C0,C0,C0,0,0,0,7,0
Fc1C2Fc4C3Fv9V1LPS9,Q,C0,C6,C0,C5,C0,0,0,7,0,0
Fc1C2Fc4C3Fv9V1LPS11,R,C0,C6,C0,C3,C0,0,7,0,0,1
Fc1C2Fc4C3Fv9V1LPS12,P,C3,C5,C0,C3,C3,0,0,0,0,1
Fc1C2Fc4C3Fv9V1LPS15,S,C4,C3,C1,C6,C0,0,2,4,5,0
Fc1C2Fc4C3Fv9V1LPS16,S,C5,C3,C3,C3,C3,0,0,6,0,0
Fc1C2Fc4C3Fv9V1LPS17,R,C2,C1,C3,C1,C0,0,0,0,0,1
Fc1C2Fc4C3Fv9V1LPS18,R,C0,C3,C2,C2,C2,0,0,5,0,0
Fc1C2Fc4C3Fv9V1LPS19,T,C2,C1,C8,C2,C3,6,0,0,5,0
Fc1C2Fc4C3Fv9V1LPS20,Q,C1,C1,C2,C0,C0,7,0,0,0,1
Fc1C2Fc4C3Fv9V1LPS21,P,C6,C0,C0,C0,C0,0,0,0,0,0
Fc1C2Fc4C3Fv9V1LPS22,Q,C0,C1,C0,C0,C0,6,8,0,0,1
Fc1C2Fc4C3Fv9V1LPS23,T,C0,C8,C0,C0,C0,0,0,0,3,0
Fc1C2Fc4C3Fv9V1LPS24,P,C7,C2,C0,C8,C1,0,5,0,0,0
Fc1C2Fc4C3Fv9V1LPS26,Q,C1,C0,C0,C3,C0,0,0,0,0,0
Fc1C2Fc4C3Fv9V1LPS27,S,C0,C0,C3,C3,C0,0,4,0,2,0
Fc1C2Fc4C3Fv9V1LPS28,P,C0,C0,C0,C0,C3,3,10,7,0,0
Fc1C2Fc4C3Fv9V1LPS29,V,C0,C0,C0,C0,C2,0,0,5,0,1
Fc1C2Fc4C3Fv9V1LPS30,S,C6,C3,C7,C8,C2,2,7,0,6,1
Fc1C2Fc4C3Fv9V1LPS31,Q,C8,C9,C3,C0,C0,0,3,0,2,1
Fc1C2Fc4C3Fv9V2LQS7,Q,C6,C0,C2,C6,C6,0,0,0,7,2
Fc1C2Fc4C3Fv9V2LQS8,R,C0,C0,C3,C0,C7,0,2,0,6,1
Fc1C2Fc4C3Fv9V2LQS9,S,C0,C0,C4,C7,C3,0,0,0,5,2
Fc1C2Fc4C3Fv9V2LQS10,R,C7,C9,C1,C9,C0,0,0,0,0,1
Fc1C2Fc4C3Fv9V2LQS11,R,C0,C0,C0,C0,C0,0,0,6,0,1
Fc1C2Fc4C3Fv9V2LQS12,P,C0,C0,C0,C0,C0,4,2,0,1,3
Fc1C2Fc4C3Fv9V2LQS13,V,C0,C3,C0,C1,C8,9,0,0,0,2
Fc1C2Fc4C3Fv9V2LQS15,P,C0,C1,C8,C0,C1,0,0,0,0,2
Fc1C2Fc4C3Fv9V2LQS16,R,C7,C9,C5,C4,C7,4,0,4,0,1
Fc1C2Fc4C3Fv9V2LQS17,Q,C0,C3,C0,C0,C1,0,0,4,8,2
Fc1C2Fc4C3Fv9V2LQS18,Q,C5,C2,C0,C0,C4,8,1,0,0,3
Fc1C2Fc4C3Fv9V2LQS20,R,C0,C0,C2,C0,C2,0,0,0,8,2
Fc1C2Fc4C3Fv9V2LQS21,R,C0,C0,C0,C0,C8,0,0,8,6,1
Fc1C2Fc4C3Fv9V2LQS22,P,C0,C1,C0,C3,C4,0,0,3,0,2
Fc1C2Fc4C3Fv9V2LQS25,Q,C6,C3,C9,C1,C2,0,0,0,7,1
Fc1C2Fc4C3Fv9V2LQS28,P,C3,C0,C0,C0,C0,0,0,0,0,2
Fc1C2Fc4C3Fv9V2LQS29,V,C2,C2,C0,C6,C9,0,0,0,9,1
Fc1C2Fc4C3Fv9V2LQS30,R,C0,C7,C0,C0,C9,0,4,0,0,1
Fc1C2Fc4C3Fv9V2LQS31,R,C3,C1,C8,C0,C0,0,0,7,5,1
Fc1C2Fc4C3Fv9V3LRS7,S,C8,C2,C5,C3,C6,0,4,0,0,2
Fc1C2Fc4C3Fv9V3LRS8,P,C2,C1,C0,C1,C0,0,0,9,0,3
Fc1C2Fc4C3Fv9V3LRS9,S,C0,C7,C0,C2,C6,0,5,0,0,3
Fc1C2Fc4C3Fv9V3LRS10,V,C9,C1,C2,C1,C0,0,3,0,0,2
Fc1C2Fc4C3Fv9V3LRS11,P,C3,C6,C5,C1,C8,0,0,0,0,2
Fc1C2Fc4C3Fv9V3LRS12,S,C1,C0,C0,C7,C8,4,1,7,0,2
Fc1C2Fc4C3Fv9V3LRS13,V,C0,C8,C0,C8,C3,0,0,0,0,3
Fc1C2Fc4C3Fv9V3LRS15,Q,C3,C0,C0,C9,C1,0,0,0,0,3
Fc1C2Fc4C3Fv9V3LRS16,S,C0,C0,C2,C0,C0,6,0,0,0,3
Fc1C2Fc4C3Fv9V3LRS17,R,C0,C2,C0,C3,C0,0,0,0,0,2
Fc1C2Fc4C3Fv9V3LRS18,P,C6,C8,C1,C0,C0,0,0,7,0,2
Fc1C2Fc4C3Fv9V3LRS20,P,C3,C3,C0,C0,C3,0,0,0,0,3
Fc1C2Fc4C3Fv9V3LRS21,P,C5,C0,C0,C1,C2,0,8,3,0,2
Fc1C2Fc4C3Fv9V3LRS22,S,C8,C8,C0,C7,C0,6,0,4,0,2
Fc1C2Fc4C3Fv9V3LRS23,P,C3,C7,C0,C2,C0,0,7,0,0,3
Fc1C2Fc4C3Fv9V3LRS24,R,C0,C1,C0,C0,C0,0,0,0,0,3
Fc1C2Fc4C3Fv9V3LRS25,T,C5,C0,C2,C8,C0,6,0,0,0,2
Fc1C2Fc4C3Fv9V3LRS26,Q,C0,C1,C0,C1,C1,0,0,0,6,2
Fc1C2Fc4C3Fv9V3LRS27,P,C7,C0,C2,C0,C1,0,0,8,0,3
Fc1C2Fc4C3Fv9V3LRS28,S,C1,C0,C0,C0,C1,0,0,0,0,2
Fc1C2Fc4C3Fv9V3LRS29,S,C3,C2,C0,C8,C0,0,7,0,0,3
Fc1C2Fc4C3Fv9V3LRS30,T,C0,C2,C0,C8,C2,0,3,0,0,3
Fc1C2Fv5V1LSS7,R,C9,C3,C2,C3,C0,1,0,0,0,5
Fc1C2Fv5V1LSS8,S,C0,C0,C0,C3,C2,1,0,0,0,0
Fc1C2Fv5V1LSS10,P,C2,C0,C0,C6,C0,0,0,0,5,0
Fc1C2Fv5V1LSS12,R,C3,C0,C4,C0,C0,1,0,2,0,7
Fc1C2Fv5V1LSS13,V,C2,C0,C0,C7,C0,1,3,0,0,0
Fc1C2Fv5V1LSS14,Q,C3,C0,C0,C0,C6,1,9,0,0,0
Fc1C2Fv5V1LSS16,P,C2,C2,C0,C0,C4,1,0,0,0,0
Fc1C2Fv5V1LSS17,R,C0,C3,C0,C1,C2,0,0,0,5,0
Fc1C2Fv5V1LSS18,P,C4,C3,C7,C1,C3,1,0,0,3,0
Fc1C2Fv5V1LSS19,R,C0,C0,C1,C3,C0,1,3,1,3,0
Fc1C2Fv5V1LSS20,R,C1,C2,C0,C0,C2,0,0,0,4,0
Fc1C2Fv5V1LSS21,R,C1,C2,C5,C8,C9,0,0,0,7,0
Fc1C2Fv5V1LSS22,P,C6,C0,C5,C0,C2,1,0,0,0,0
Fc1C2Fv5V1LSS23,T,C0,C0,C1,C0,C3,1,0,0,0,9
Fc1C2Fv5V1LSS24,S,C2,C0,C0,C0,C2,1,0,0,3,0
Fc1C2Fv5V1LSS25,V,C1,C0,C3,C0,C0,0,0,5,0,0
Fc1C2Fv5V1LSS26,P,C0,C0,C2,C9,C0,1,2,5,0,0
Fc1C2Fv5V1LSS27,Q,C1,C1,C4,C1,C3,0,0,0,0,0
Fc1C2Fv5V1LSS28,T,C0,C0,C1,C0,C0,1,0,0,0,0
Fc1C2Fv5V1LSS29,R,C0,C0,C1,C0,C0,1,0,0,0,0
Fc1C2Fv5V1LSS30,Q,C6,C0,C2,C3,C0,0,0,0,0,0
Fc1C2Fv5V1LSS31,R,C0,C5,C0,C1,C1,0,0,0,0,0
Fc1C2Fv5V1Fv6V1LTS7,Q,C0,C1,C0,C0,C4,1,2,4,0,0
Fc1C2Fv5V1Fv6V1LTS8,P,C0,C0,C3,C0,C0,0,1,0,0,0
Fc1C2Fv5V1Fv6V1LTS9,S,C3,C0,C3,C0,C3,2,2,0,0,4
Fc1C2Fv5V1Fv6V1LTS10,S,C0,C0,C3,C5,C2,1,1,1,7,0
Fc1C2Fv5V1Fv6V1LTS11,T,C3,C8,C8,C0,C0,2,0,4,0,0
Fc1C2Fv5V1Fv6V1LTS12,V,C8,C0,C0,C0,C1,1,0,0,3,0
Fc1C2Fv5V1Fv6V1LTS13,R,C0,C2,C7,C8,C0,6,1,1,4,0
Fc1C2Fv5V1Fv6V1LTS15,T,C1,C0,C5,C0,C0,1,0,0,0,0
Fc1C2Fv5V1Fv6V1LTS16,V,C0,C2,C0,C6,C0,0,0,0,1,7
Fc1C2Fv5V1Fv6V1LTS17,P,C3,C0,C0,C0,C7,1,2,0,0,8
Fc1C2Fv5V1Fv6V1LTS19,P,C5,C3,C0,C0,C2,1,1,8,0,0
Fc1C2Fv5V1Fv6V1LTS20,S,C2,C0,C8,C0,C0,1,0,0,0,0
Fc1C2Fv5V1Fv6V1LTS22,R,C0,C5,C0,C0,C0,1,0,0,0,6
Fc1C2Fv5V1Fv6V1LTS23,Q,C6,C0,C0,C0,C9,0,0,0,0,0
Fc1C2Fv5V1Fv6V1LTS25,R,C0,C0,C3,C1,C1,1,3,4,0,5
Fc1C2Fv5V1Fv6V1LTS26,S,C0,C6,C0,C3,C0,2,0,7,0,0
Fc1C2Fv5V1Fv6V1LTS27,V,C0,C6,C0,C0,C0,6,0,2,0,0
Fc1C2Fv5V1Fv6V1LTS28,P,C5,C2,C0,C0,C0,1,3,5,0,0
Fc1C2Fv5V1Fv6V1LTS29,P,C2,C2,C0,C1,C2,1,0,0,8,0
Fc1C2Fv5V1Fv6V1LTS30,P,C0,C0,C2,C3,C2,0,0,0,3,0
Fc1C2Fv5V1Fv6V1LTS31,R,C0,C0,C0,C3,C3,5,2,5,0,0
Fc1C2Fv5V1Fv6V2LPS7,P,C2,C6,C0,C0,C0,1,0,0,0,6
Fc1C2Fv5V1Fv6V2LPS8,Q,C0,C3,C0,C0,C4,1,1,0,0,0
Fc1C2Fv5V1Fv6V2LPS11,Q,C0,C0,C7,C0,C3,0,2,0,0,4
Fc1C2Fv5V1Fv6V2LPS12,P,C1,C5,C0,C3,C0,0,1,0,0,0
Fc1C2Fv5V1Fv6V2LPS13,Q,C5,C2,C0,C4,C4,0,2,0,0,0
Fc1C2Fv5V1Fv6V2LPS14,Q,C4,C0,C0,C0,C3,1,1,6,1,0
Fc1C2Fv5V1Fv6V2LPS15,S,C0,C0,C0,C4,C9,1,1,0,1,8
Fc1C2Fv5V1Fv6V2LPS16,S,C0,C6,C1,C0,C5,4,2,0,0,0
Fc1C2Fv5V1Fv6V2LPS17,R,C0,C2,C0,C0,C6,0,1,0,2,5
Fc1C2Fv5V1Fv6V2LPS18,P,C0,C0,C0,C0,C3,1,0,0,0,4
Fc1C2Fv5V1Fv6V2LPS19,P,C0,C0,C0,C0,C0,1,0,6,0,0
Fc1C2Fv5V1Fv6V2LPS20,P,C0,C2,C6,C3,C3,0,1,0,0,0
Fc1C2Fv5V1Fv6V2LPS21,Q,C2,C5,C0,C2,C2,1,2,0,0,0
Fc1C2Fv5V1Fv6V2LPS22,P,C0,C3,C2,C0,C5,1,1,0,3,0
Fc1C2Fv5V1Fv6V2LPS23,P,C1,C0,C0,C3,C0,1,1,0,4,0
Fc1C2Fv5V1Fv6V2LPS24,P,C8,C0,C0,C0,C0,1,2,0,0,0
Fc1C2Fv5V1Fv6V2LPS25,P,C0,C0,C6,C0,C1,0,2,0,0,0
Fc1C2Fv5V1Fv6V2LPS26,Q,C0,C9,C0,C0,C0,1,0,0,2,5
Fc1C2Fv5V1Fv6V2LPS27,Q,C0,C2,C0,C0,C0,1,0,0,2,8
Fc1C2Fv5V1Fv6V2LPS28,P,C3,C3,C0,C0,C0,1,1,7,1,0
Fc1C2Fv5V1Fv6V2LPS29,P,C1,C6,C0,C0,C0,1,1,0,0,0
Fc1C2Fv5V1Fv6V2LPS30,R,C1,C0,C0,C0,C4,1,0,0,1,7
Fc1C2Fv5V1Fv6V2LPS31,P,C0,C3,C0,C0,C3,1,2,0,0,0
Fc1C2Fv5V1Fv6V3LQS7,R,C0,C0,C0,C0,C0,1,1,0,0,8
Fc1C2Fv5V1Fv6V3LQS8,P,C0,C0,C0,C0,C0,2,1,0,1,3
Fc1C2Fv5V1Fv6V3LQS9,R,C0,C2,C7,C0,C1,1,1,5,8,0
Fc1C2Fv5V1Fv6V3LQS12,Q,C0,C3,C3,C2,C0,1,0,0,3,0
Fc1C2Fv5V1Fv6V3LQS14,R,C0,C5,C2,C2,C0,1,3,0,0,0
Fc1C2Fv5V1Fv6V3LQS15,V,C7,C0,C1,C0,C2,1,3,0,0,0
Fc1C2Fv5V1Fv6V3LQS17,R,C0,C0,C7,C0,C2,0,3,8,0,0
Fc1C2Fv5V1Fv6V3LQS18,P,C0,C0,C0,C0,C0,0,3,0,0,0
Fc1C2Fv5V1Fv6V3LQS19,P,C0,C0,C0,C0,C8,0,2,0,0,0
Fc1C2Fv5V1Fv6V3LQS20,R,C0,C9,C0,C0,C0,0,2,0,0,0
Fc1C2Fv5V1Fv6V3LQS21,R,C0,C0,C0,C0,C4,1,3,5,0,0
Fc1C2Fv5V1Fv6V3LQS22,Q,C0,C0,C0,C0,C2,2,2,0,4,0
Fc1C2Fv5V1Fv6V3LQS23,R,C0,C0,C0,C0,C0,1,1,0,0,8
Fc1C2Fv5V1Fv6V3LQS24,Q,C0,C0,C6,C0,C0,0,3,0,0,0
Fc1C2Fv5V1Fv6V3LQS25,Q,C1,C5,C0,C7,C0,1,2,0,0,0
Fc1C2Fv5V1Fv6V3LQS26,R,C7,C4,C0,C0,C2,0,2,0,0,0
Fc1C2Fv5V1Fv6V3LQS27,P,C8,C5,C4,C2,C0,0,3,0,0,0
Fc1C2Fv5V1Fv6V3LQS28,V,C0,C0,C0,C0,C0,0,3,0,0,0
Fc1C2Fv5V1Fv6V3LQS29,P,C1,C0,C0,C2,C0,1,2,0,0,0
Fc1C2Fv5V1Fv6V3LQS30,P,C0,C0,C1,C9,C6,1,0,0,1,7
Fc1C2Fv5V1Fv6V3LQS31,Q,C0,C1,C9,C0,C4,1,0,3,3,0
Fc1C2Fv5V1Fv7V1LRS7,R,C5,C0,C4,C2,C0,1,0,0,0,6
Fc1C2Fv5V1Fv7V1LRS8,R,C0,C0,C0,C3,C0,0,0,1,0,0
Fc1C2Fv5V1Fv7V1LRS9,R,C1,C8,C0,C0,C0,1,0,1,6,0
Fc1C2Fv5V1Fv7V1LRS10,R,C0,C0,C1,C0,C0,2,6,1,3,0
Fc1C2Fv5V1Fv7V1LRS11,S,C0,C3,C0,C0,C0,1,0,0,0,0
Fc1C2Fv5V1Fv7V1LRS12,V,C2,C9,C0,C0,C2,1,5,1,0,0
Fc1C2Fv5V1Fv7V1LRS14,R,C0,C0,C0,C0,C0,1,0,1,0,0
Fc1C2Fv5V1Fv7V1LRS15,S,C0,C0,C2,C0,C0,0,0,1,0,0
Fc1C2Fv5V1Fv7V1LRS16,S,C0,C0,C0,C0,C0,1,0,0,0,0
Fc1C2Fv5V1Fv7V1LRS17,V,C7,C3,C0,C0,C9,0,0,0,0,0
Fc1C2Fv5V1Fv7V1LRS18,S,C3,C0,C0,C5,C0,1,0,1,0,0
Fc1C2Fv5V1Fv7V1LRS19,P,C9,C5,C7,C0,C0,1,0,1,8,0
Fc1C2Fv5V1Fv7V1LRS20,S,C0,C0,C0,C0,C5,0,0,1,0,0
Fc1C2Fv5V1Fv7V1LRS21,R,C0,C9,C0,C1,C0,0,6,1,0,0
Fc1C2Fv5V1Fv7V1LRS23,S,C0,C7,C0,C0,C0,0,0,1,0,0
Fc1C2Fv5V1Fv7V1LRS26,S,C0,C1,C0,C0,C0,0,0,0,0,4
Fc1C2Fv5V1Fv7V1LRS27,V,C0,C2,C7,C5,C0,1,0,1,7,0
Fc1C2Fv5V1Fv7V1LRS28,P,C0,C0,C0,C9,C9,0,6,0,0,4
Fc1C2Fv5V1Fv7V1LRS29,R,C3,C3,C0,C9,C0,1,0,0,0,0
Fc1C2Fv5V1Fv7V1LRS30,V,C0,C0,C0,C2,C0,1,0,0,0,6
Fc1C2Fv5V1Fv7V2LSS7,P,C2,C3,C5,C6,C3,0,0,2,0,0
Fc1C2Fv5V1Fv7V2LSS8,P,C0,C2,C4,C0,C0,0,0,1,0,0
Fc1C2Fv5V1Fv7V2LSS9,V,C0,C4,C4,C0,C0,1,0,1,0,0
Fc1C2Fv5V1Fv7V2LSS11,T,C0,C0,C0,C0,C7,1,0,1,0,4
Fc1C2Fv5V1Fv7V2LSS13,Q,C8,C0,C0,C8,C3,1,0,1,0,3
Fc1C2Fv5V1Fv7V2LSS14,S,C0,C0,C0,C2,C0,1,1,1,0,6
Fc1C2Fv5V1Fv7V2LSS15,T,C0,C0,C9,C4,C2,1,3,3,0,3
Fc1C2Fv5V1Fv7V2LSS16,Q,C0,C3,C0,C0,C1,1,5,1,0,0
Fc1C2Fv5V1Fv7V2LSS17,R,C0,C2,C0,C0,C5,1,9,2,0,0
Fc1C2Fv5V1Fv7V2LSS18,P,C0,C5,C0,C0,C0,1,0,2,0,0
Fc1C2Fv5V1Fv7V2LSS19,T,C0,C0,C0,C0,C0,1,1,0,0,6
Fc1C2Fv5V1Fv7V2LSS20,S,C0,C1,C0,C0,C0,0,0,0,0,4
Fc1C2Fv5V1Fv7V2LSS21,S,C0,C3,C5,C0,C0,0,0,2,0,0
Fc1C2Fv5V1Fv7V2LSS22,P,C0,C2,C2,C8,C0,0,0,1,0,3
Fc1C2Fv5V1Fv7V2LSS23,T,C0,C0,C0,C0,C0,1,8,1,0,0
Fc1C2Fv5V1Fv7V2LSS24,Q,C0,C5,C6,C7,C0,1,5,1,1,0
Fc1C2Fv5V1Fv7V2LSS25,T,C2,C4,C0,C0,C0,0,0,1,0,0
Fc1C2Fv5V1Fv7V2LSS26,T,C8,C2,C0,C0,C3,1,0,1,0,0
Fc1C2Fv5V1Fv7V2LSS27,P,C0,C4,C0,C0,C0,0,3,1,0,0
Fc1C2Fv5V1Fv7V2LSS28,T,C3,C0,C9,C3,C0,1,0,1,5,7
Fc1C2Fv5V1Fv7V2LSS29,Q,C8,C5,C1,C0,C8,1,0,2,0,0
Fc1C2Fv5V1Fv7V2LSS30,T,C0,C2,C7,C0,C0,0,0,1,0,0
Fc1C2Fv5V1Fv7V2LSS31,T,C1,C0,C0,C5,C3,0,0,1,0,6
Fc1C2Fv5V1Fv7V3LPS7,P,C8,C0,C0,C0,C0,1,7,1,0,0
Fc1C2Fv5V1Fv7V3LPS8,P,C0,C0,C0,C5,C0,1,0,2,0,0
Fc1C2Fv5V1Fv7V3LPS9,P,C0,C0,C0,C1,C0,0,0,3,0,0
Fc1C2Fv5V1Fv7V3LPS10,Q,C0,C0,C0,C1,C0,2,0,0,5,0
Fc1C2Fv5V1Fv7V3LPS11,P,C1,C2,C0,C0,C0,3,6,1,0,3
Fc1C2Fv5V1Fv7V3LPS12,P,C0,C0,C0,C3,C1,1,0,1,0,9
Fc1C2Fv5V1Fv7V3LPS13,S,C0,C0,C3,C0,C6,1,5,2,0,0
