sample,label,Fc0,Fc1,Fc2,Fc3,Fc4,Fc5,Fv6,Fv7,Fv8,Fv9,Fv10,Fv11
Fc1C3Fc2C1Fv8V2LRS15,Q,C0,C2,C0,C0,C0,C0,4,3,2,0,0,0
Fc1C3Fc2C1Fv8V3LSS3,V,C7,C0,C0,C0,C0,C0,0,0,3,0,0,5
Fc1C3Fc2C1Fv8V3LSS4,V,C0,C3,C3,C0,C4,C0,0,5,2,0,6,1
Fc1C3Fc2C1Fv8V3LSS5,P,C0,C3,C5,C0,C0,C0,6,3,2,0,2,0
Fc1C3Fc2C1Fv8V3LSS6,S,C3,C3,C0,C3,C9,C7,2,6,3,7,3,0
Fc1C3Fc2C1Fv8V3LSS7,S,C0,C4,C5,C2,C4,C2,6,0,3,0,0,0
Fc1C3Fc2C1Fv8V3LSS8,R,C6,C5,C0,C0,C2,C0,2,0,2,5,0,0
Fc1C3Fc2C1Fv8V3LSS9,P,C0,C0,C0,C0,C1,C2,5,2,3,0,4,0
Fc1C3Fc2C1Fv8V3LSS10,V,C0,C5,C0,C0,C0,C7,5,3,2,1,0,9
Fc1C3Fc2C1Fv8V3LSS11,P,C8,C1,C4,C0,C0,C1,0,0,3,0,0,0
Fc1C3Fc2C1Fv8V3LSS12,T,C0,C4,C0,C4,C0,C0,0,1,2,6,0,0
Fc1C3Fc2C1Fv8V3LSS13,S,C0,C0,C1,C3,C5,C2,0,0,3,0,0,0
Fc1C3Fc2C1Fv8V3LSS15,P,C9,C0,C0,C1,C8,C0,7,4,3,0,0,1
Fc1C3Fc2C1Fv9V1LPS3,S,C8,C0,C3,C7,C2,C0,0,0,0,0,0,6
Fc1C3Fc2C1Fv9V1LPS4,Q,C0,C5,C9,C0,C0,C9,0,0,0,0,0,7
Fc1C3Fc2C1Fv9V1LPS5,S,C1,C0,C5,C7,C8,C9,0,2,2,0,1,7
Fc1C3Fc2C1Fv9V1LPS7,P,C0,C1,C0,C0,C3,C1,3,1,7,0,0,0
Fc1C3Fc2C1Fv9V1LPS9,S,C3,C4,C5,C7,C9,C3,0,0,8,1,3,0
Fc1C3Fc2C1Fv9V1LPS10,Q,C4,C7,C7,C0,C0,C1,5,2,0,1,0,5
Fc1C3Fc2C1Fv9V1LPS11,P,C0,C0,C0,C0,C0,C1,2,1,6,0,0,7
Fc1C3Fc2C1Fv9V1LPS12,V,C0,C0,C0,C0,C2,C9,0,0,0,0,0,6
Fc1C3Fc2C1Fv9V1LPS13,T,C1,C2,C0,C0,C3,C5,0,6,8,1,1,0
Fc1C3Fc2C1Fv9V1LPS14,R,C7,C0,C6,C1,C0,C1,9,2,0,0,3,3
Fc1C3Fc2C1Fv9V1LPS15,S,C4,C2,C0,C1,C1,C0,0,5,4,0,6,0
Fc1C3Fc2C1Fv9V2LQS3,V,C2,C0,C2,C0,C6,C2,0,0,0,2,0,4
Fc1C3Fc2C1Fv9V2LQS4,P,C8,C0,C0,C3,C0,C5,2,5,0,2,2,4
Fc1C3Fc2C1Fv9V2LQS6,P,C0,C0,C7,C0,C1,C6,2,5,1,2,3,1
Fc1C3Fc2C1Fv9V2LQS7,R,C0,C6,C0,C4,C7,C7,5,7,0,0,5,0
Fc1C3Fc2C1Fv9V2LQS8,R,C8,C0,C0,C0,C0,C0,0,4,0,2,3,0
Fc1C3Fc2C1Fv9V2LQS9,P,C0,C3,C4,C5,C3,C0,6,4,0,2,6,1
Fc1C3Fc2C1Fv9V2LQS10,Q,C6,C6,C2,C0,C0,C6,2,0,3,2,1,0
Fc1C3Fc2C1Fv9V2LQS11,S,C1,C9,C2,C0,C0,C5,0,0,0,1,0,3
Fc1C3Fc2C1Fv9V2LQS12,P,C6,C8,C0,C7,C0,C6,0,4,2,2,3,0
Fc1C3Fc2C1Fv9V2LQS13,R,C0,C0,C1,C0,C0,C2,8,0,6,2,6,0
Fc1C3Fc2C1Fv9V2LQS14,P,C0,C1,C0,C0,C7,C0,0,8,0,1,0,3
Fc1C3Fc2C1Fv9V2LQS15,Q,C8,C0,C0,C0,C8,C0,0,0,0,2,0,6
Fc1C3Fc2C1Fv9V3LRS3,R,C3,C0,C2,C5,C0,C0,7,0,1,3,0,4
Fc1C3Fc2C1Fv9V3LRS4,S,C1,C0,C2,C0,C0,C0,2,0,4,3,2,6
Fc1C3Fc2C1Fv9V3LRS5,R,C0,C3,C0,C0,C0,C0,7,0,7,2,0,5
Fc1C3Fc2C1Fv9V3LRS6,Q,C5,C0,C1,C0,C3,C5,0,0,3,3,0,2
Fc1C3Fc2C1Fv9V3LRS7,Q,C9,C6,C1,C9,C3,C1,0,0,0,2,0,3
Fc1C3Fc2C1Fv9V3LRS8,P,C1,C1,C1,C1,C8,C3,0,0,0,3,1,9
Fc1C3Fc2C1Fv9V3LRS9,P,C0,C3,C8,C0,C0,C1,2,0,2,2,0,6
Fc1C3Fc2C1Fv9V3LRS10,P,C3,C8,C5,C3,C4,C8,0,3,0,2,4,0
Fc1C3Fc2C1Fv9V3LRS11,P,C6,C2,C3,C0,C4,C2,0,0,0,3,0,8
Fc1C3Fc2C1Fv9V3LRS12,Q,C9,C1,C0,C2,C0,C7,0,0,0,3,0,5
Fc1C3Fc2C1Fv9V3LRS13,P,C0,C5,C2,C4,C5,C6,0,4,0,3,1,0
Fc1C3Fc2C1Fv9V3LRS14,P,C3,C4,C0,C0,C2,C7,0,0,0,3,5,3
Fc1C3Fc2C1Fv9V3LRS15,R,C0,C2,C0,C7,C0,C0,5,0,3,1,4,0
Fc1C3Fc2C1Fv10V1LPS3,Q,C7,C4,C7,C8,C0,C0,3,8,0,9,3,0
Fc1C3Fc2C1Fv10V1LPS5,R,C8,C0,C8,C1,C2,C0,3,0,4,0,0,2
Fc1C3Fc2C1Fv10V1LPS6,Q,C0,C0,C0,C1,C1,C7,4,0,2,0,0,1
Fc1C3Fc2C1Fv10V1LPS7,R,C0,C0,C5,C7,C1,C0,0,5,0,0,1,0
Fc1C3Fc2C1Fv10V1LPS8,R,C1,C6,C1,C0,C1,C4,0,0,0,0,1,0
Fc1C3Fc2C1Fv10V1LPS9,V,C6,C2,C0,C2,C9,C9,0,0,2,6,2,7
Fc1C3Fc2C1Fv10V1LPS10,V,C7,C1,C1,C9,C0,C3,0,0,0,0,0,0
Fc1C3Fc2C1Fv10V1LPS11,P,C0,C0,C5,C4,C3,C6,0,5,4,7,4,0
Fc1C3Fc2C1Fv10V1LPS12,V,C8,C0,C0,C0,C0,C6,0,0,0,3,0,0
Fc1C3Fc2C1Fv10V1LPS13,Q,C7,C2,C0,C3,C3,C6,3,0,7,0,1,3
Fc1C3Fc2C1Fv10V1LPS14,P,C0,C0,C8,C3,C0,C9,4,1,7,0,0,0
Fc1C3Fc2C1Fv10V1LPS15,V,C8,C9,C0,C1,C0,C0,9,0,10,0,0,0
Fc1C3Fc2C1Fv10V2LQS3,P,C7,C0,C0,C2,C4,C6,6,0,0,0,1,0
Fc1C3Fc2C1Fv10V2LQS4,T,C9,C0,C0,C3,C0,C1,0,6,0,0,1,0
Fc1C3Fc2C1Fv10V2LQS5,P,C0,C4,C4,C5,C0,C0,0,7,0,0,0,4
Fc1C3Fc2C1Fv10V2LQS6,P,C8,C0,C0,C8,C0,C5,0,0,0,3,2,2
Fc1C3Fc2C1Fv10V2LQS7,Q,C6,C1,C0,C5,C1,C1,0,6,0,5,1,0
Fc1C3Fc2C1Fv10V2LQS8,T,C3,C3,C0,C5,C3,C0,0,0,0,0,1,0
Fc1C3Fc2C1Fv10V2LQS9,Q,C4,C8,C6,C4,C0,C0,5,7,3,4,5,6
Fc1C3Fc2C1Fv10V2LQS10,P,C9,C3,C8,C3,C0,C0,0,6,0,5,3,0
Fc1C3Fc2C1Fv10V2LQS11,P,C0,C6,C1,C7,C1,C1,7,1,3,5,0,1
Fc1C3Fc2C1Fv10V2LQS12,S,C0,C0,C6,C0,C0,C0,3,7,1,0,4,4
Fc1C3Fc2C1Fv10V2LQS13,P,C0,C0,C4,C3,C0,C3,4,0,0,0,0,0
Fc1C3Fc2C1Fv10V2LQS15,R,C1,C0,C1,C5,C2,C0,0,0,0,0,1,4
Fc1C3Fc2C1Fv10V3LPS3,P,C6,C2,C3,C1,C9,C9,0,0,0,0,2,3
Fc1C3Fc2C1Fv10V3LPS4,T,C1,C0,C0,C6,C0,C3,0,0,0,0,3,0
Fc1C3Fc2C1Fv10V3LPS5,Q,C2,C9,C0,C9,C7,C0,0,0,0,7,3,0
Fc1C3Fc2C1Fv10V3LPS6,R,C0,C9,C0,C2,C7,C0,1,4,0,0,2,6
Fc1C3Fc2C1Fv10V3LPS7,P,C0,C3,C0,C0,C7,C9,0,0,0,0,2,0
Fc1C3Fc2C1Fv10V3LPS8,P,C6,C1,C5,C0,C2,C2,0,0,0,0,3,0
Fc1C3Fc2C1Fv10V3LPS9,P,C7,C0,C0,C9,C0,C0,0,6,0,0,2,0
Fc1C3Fc2C1Fv10V3LPS10,S,C0,C0,C7,C9,C4,C0,2,2,3,1,1,3
Fc1C3Fc2C1Fv10V3LPS11,R,C2,C0,C8,C0,C0,C0,5,0,1,0,3,0
Fc1C3Fc2C1Fv10V3LPS12,Q,C0,C4,C3,C0,C6,C9,7,7,2,2,3,0
Fc1C3Fc2C1Fv10V3LPS13,V,C5,C9,C0,C0,C5,C0,0,0,7,0,3,0
Fc1C3Fc2C1Fv10V3LPS14,R,C0,C0,C4,C0,C8,C1,0,3,2,0,1,8
Fc1C3Fc2C1Fv10V3LPS15,T,C3,C1,C0,C0,C3,C0,4,2,0,7,3,0
Fc1C3Fc2C1Fv11V1LVS3,T,C0,C0,C0,C0,C2,C0,4,1,1,3,0,1
Fc1C3Fc2C1Fv11V1LVS4,Q,C0,C0,C0,C2,C9,C6,7,6,0,1,3,0
Fc1C3Fc2C1Fv11V1LVS5,P,C0,C7,C5,C0,C1,C9,4,5,0,0,1,0
Fc1C3Fc2C1Fv11V1LVS6,P,C5,C0,C0,C0,C6,C3,3,0,3,0,2,0
Fc1C3Fc2C1Fv11V1LVS7,Q,C8,C0,C0,C8,C7,C3,0,3,0,6,0,0
Fc1C3Fc2C1Fv11V1LVS8,Q,C0,C1,C8,C0,C0,C3,4,7,2,2,5,1
Fc1C3Fc2C1Fv11V1LVS9,S,C4,C9,C0,C1,C2,C5,0,1,0,6,6,2
Fc1C3Fc2C1Fv11V1LVS10,P,C6,C0,C4,C0,C2,C7,0,5,0,0,0,2
Fc1C3Fc2C1Fv11V1LVS11,P,C0,C0,C9,C4,C1,C2,1,1,4,2,4,6
Fc1C3Fc2C1Fv11V1LVS12,P,C0,C0,C2,C0,C0,C6,0,0,4,0,0,1
Fc1C3Fc2C1Fv11V1LVS13,V,C7,C3,C0,C3,C0,C5,0,1,8,0,5,0
Fc1C3Fc2C1Fv11V1LVS14,P,C3,C0,C1,C0,C3,C1,6,0,0,0,0,1
Fc1C3Fc2C1Fv11V1LVS15,Q,C1,C0,C8,C0,C0,C1,3,1,3,0,0,1
Fc1C3Fc2C1Fv11V2LPS3,Q,C3,C0,C8,C1,C1,C0,0,0,0,4,5,2
Fc1C3Fc2C1Fv11V2LPS4,Q,C9,C0,C7,C1,C3,C1,0,0,3,0,0,3
Fc1C3Fc2C1Fv11V2LPS5,P,C0,C5,C0,C1,C2,C0,1,5,0,6,3,1
Fc1C3Fc2C1Fv11V2LPS6,V,C0,C0,C8,C3,C0,C5,1,3,3,2,2,1
Fc1C3Fc2C1Fv11V2LPS7,S,C0,C0,C0,C5,C0,C6,0,7,0,2,4,1
Fc1C3Fc2C1Fv11V2LPS8,Q,C0,C1,C9,C0,C8,C7,0,0,5,3,0,2
Fc1C3Fc2C1Fv11V2LPS10,S,C9,C9,C1,C5,C0,C1,4,0,7,5,0,2
Fc1C3Fc2C1Fv11V2LPS11,V,C0,C0,C4,C8,C6,C8,3,0,0,8,0,0
Fc1C3Fc2C1Fv11V2LPS13,P,C0,C4,C2,C2,C0,C1,0,3,0,3,4,2
Fc1C3Fc2C1Fv11V2LPS14,Q,C0,C9,C0,C8,C0,C7,0,5,2,3,0,2
Fc1C3Fc2C1Fv11V2LPS15,P,C0,C0,C0,C0,C4,C9,0,6,0,1,0,1
Fc1C3Fc2C1Fv11V3LQS3,R,C3,C0,C3,C2,C4,C3,0,0,0,0,0,2
Fc1C3Fc2C1Fv11V3LQS4,Q,C0,C2,C0,C0,C4,C0,4,3,2,4,2,3
Fc1C3Fc2C1Fv11V3LQS5,T,C0,C4,C0,C6,C3,C0,2,4,3,2,1,2
Fc1C3Fc2C1Fv11V3LQS7,V,C7,C0,C1,C2,C3,C8,0,0,0,0,0,3
Fc1C3Fc2C1Fv11V3LQS8,R,C6,C9,C9,C0,C0,C0,2,4,0,1,5,2
Fc1C3Fc2C1Fv11V3LQS9,P,C0,C8,C1,C0,C0,C1,0,7,0,6,4,1
Fc1C3Fc2C1Fv11V3LQS10,R,C0,C0,C8,C0,C0,C2,1,0,4,0,0,2
Fc1C3Fc2C1Fv11V3LQS11,Q,C8,C0,C0,C3,C0,C2,4,4,0,0,1,6
Fc1C3Fc2C1Fv11V3LQS12,R,C3,C3,C0,C7,C0,C9,0,0,0,7,4,3
Fc1C3Fc2C1Fv11V3LQS13,P,C5,C1,C1,C0,C9,C4,0,2,0,2,0,4
Fc1C3Fc2C1Fv11V3LQS15,Q,C2,C3,C4,C4,C0,C2,0,1,0,3,0,3
Fc1C3Fc2C2LRS3,T,C0,C0,C2,C8,C1,C0,0,0,0,0,0,8
Fc1C3Fc2C2LRS4,P,C9,C3,C0,C1,C0,C7,4,3,4,0,1,4
Fc1C3Fc2C2LRS5,S,C0,C3,C6,C4,C4,C1,0,0,0,4,6,0
Fc1C3Fc2C2LRS6,R,C4,C1,C2,C1,C0,C9,0,0,0,6,0,0
Fc1C3Fc2C2LRS7,P,C9,C3,C0,C3,C3,C7,0,0,0,0,0,5
Fc1C3Fc2C2LRS8,P,C2,C2,C1,C6,C1,C3,0,0,0,0,0,4
Fc1C3Fc2C2LRS9,T,C0,C0,C4,C0,C0,C0,4,0,1,2,8,0
Fc1C3Fc2C2LRS10,T,C9,C1,C1,C3,C0,C7,4,0,2,6,1,0
Fc1C3Fc2C2LRS11,T,C1,C0,C1,C0,C5,C0,0,0,0,5,0,0
Fc1C3Fc2C2LRS12,T,C2,C8,C7,C0,C3,C0,4,0,0,0,0,0
Fc1C3Fc2C2LRS13,P,C0,C2,C1,C0,C0,C0,7,0,4,0,0,3
Fc1C3Fc2C2LRS14,Q,C2,C6,C8,C1,C0,C5,0,8,0,0,1,0
Fc1C3Fc2C2Fc3C1LSS3,R,C0,C0,C0,C0,C6,C0,5,0,3,0,0,2
Fc1C3Fc2C2Fc3C1LSS4,T,C3,C6,C0,C0,C0,C4,1,5,3,0,2,6
Fc1C3Fc2C2Fc3C1LSS5,Q,C0,C8,C0,C0,C2,C6,0,0,0,0,5,0
Fc1C3Fc2C2Fc3C1LSS6,Q,C3,C0,C9,C4,C0,C2,6,0,2,3,1,0
Fc1C3Fc2C2Fc3C1LSS7,V,C0,C0,C3,C0,C6,C7,0,0,1,0,3,5
Fc1C3Fc2C2Fc3C1LSS8,R,C3,C0,C0,C3,C0,C5,0,0,6,0,0,0
Fc1C3Fc2C2Fc3C1LSS9,V,C1,C0,C0,C2,C0,C3,7,0,6,1,0,0
Fc1C3Fc2C2Fc3C1LSS10,P,C3,C0,C7,C1,C7,C6,8,0,4,0,0,0
Fc1C3Fc2C2Fc3C1LSS11,Q,C6,C0,C4,C0,C2,C2,3,4,0,3,3,5
Fc1C3Fc2C2Fc3C1LSS12,T,C5,C7,C6,C6,C0,C0,0,5,1,2,2,7
Fc1C3Fc2C2Fc3C1LSS13,R,C9,C1,C7,C2,C0,C5,0,2,6,3,2,8
Fc1C3Fc2C2Fc3C1LSS14,P,C6,C6,C5,C2,C0,C0,0,3,0,0,0,0
Fc1C3Fc2C2Fc3C1LSS15,R,C3,C0,C4,C1,C0,C1,6,0,0,0,0,0
Fc1C3Fc2C2Fc3C2LTS3,S,C0,C3,C2,C4,C3,C7,2,4,0,0,2,0
Fc1C3Fc2C2Fc3C2LTS4,S,C0,C2,C0,C8,C3,C0,1,0,0,4,1,3
Fc1C3Fc2C2Fc3C2LTS5,Q,C3,C0,C1,C1,C0,C2,0,9,0,0,1,0
Fc1C3Fc2C2Fc3C2LTS6,P,C0,C0,C1,C2,C2,C2,0,0,0,0,0,0
Fc1C3Fc2C2Fc3C2LTS7,P,C1,C0,C0,C0,C6,C3,0,0,3,3,6,0
Fc1C3Fc2C2Fc3C2LTS8,P,C1,C6,C0,C2,C0,C0,0,0,0,0,0,0
Fc1C3Fc2C2Fc3C2LTS9,P,C0,C1,C0,C3,C2,C0,0,0,0,4,0,0
Fc1C3Fc2C2Fc3C2LTS10,Q,C0,C0,C4,C0,C0,C5,0,1,0,3,4,1
Fc1C3Fc2C2Fc3C2LTS11,P,C5,C2,C9,C4,C5,C1,1,0,5,0,7,0
Fc1C3Fc2C2Fc3C2LTS13,Q,C3,C7,C9,C1,C6,C5,0,5,0,0,0,0
Fc1C3Fc2C2Fc3C2LTS14,P,C2,C9,C8,C0,C6,C2,0,0,5,2,1,3
Fc1C3Fc2C2Fc3C2LTS15,S,C6,C2,C0,C2,C1,C7,1,5,0,4,3,0
Fc1C3Fc2C2Fc3C3LVS3,S,C2,C6,C1,C3,C2,C0,0,2,0,0,6,0
Fc1C3Fc2C2Fc3C3LVS4,Q,C0,C0,C0,C0,C1,C0,2,1,7,0,1,4
Fc1C3Fc2C2Fc3C3LVS5,Q,C0,C0,C0,C8,C9,C0,0,0,5,7,0,7
Fc1C3Fc2C2Fc3C3LVS7,P,C2,C0,C5,C0,C1,C2,0,0,0,0,5,0
Fc1C3Fc2C2Fc3C3LVS8,Q,C0,C0,C0,C3,C1,C0,5,1,1,0,0,3
Fc1C3Fc2C2Fc3C3LVS9,V,C8,C0,C2,C0,C0,C3,4,0,6,0,0,0
Fc1C3Fc2C2Fc3C3LVS10,P,C3,C0,C0,C0,C3,C4,0,0,6,0,0,0
Fc1C3Fc2C2Fc3C3LVS11,T,C5,C3,C6,C1,C4,C3,2,0,9,0,0,0
Fc1C3Fc2C2Fc3C3LVS12,P,C6,C6,C2,C0,C8,C9,0,6,0,0,0,0
Fc1C3Fc2C2Fc3C3LVS13,S,C7,C3,C3,C0,C3,C0,0,6,0,0,3,0
Fc1C3Fc2C2Fc3C3LVS14,Q,C4,C3,C1,C3,C9,C0,5,0,0,0,0,0
Fc1C3Fc2C2Fc3C3LVS15,V,C2,C0,C4,C0,C1,C5,4,0,0,0,0,0
Fc1C3Fc2C2Fc4C1LPS3,P,C1,C1,C2,C1,C7,C0,6,6,0,5,2,0
Fc1C3Fc2C2Fc4C1LPS4,P,C0,C1,C8,C1,C5,C0,2,0,8,1,0,6
Fc1C3Fc2C2Fc4C1LPS5,R,C3,C0,C0,C5,C0,C0,4,7,3,0,1,0
Fc1C3Fc2C2Fc4C1LPS6,Q,C2,C7,C3,C3,C0,C1,7,0,0,0,0,0
Fc1C3Fc2C2Fc4C1LPS8,R,C1,C0,C2,C4,C0,C0,6,3,0,0,0,0
Fc1C3Fc2C2Fc4C1LPS9,P,C0,C0,C1,C2,C2,C0,4,7,3,8,7,0
Fc1C3Fc2C2Fc4C1LPS11,R,C7,C1,C3,C0,C3,C3,0,7,0,7,0,0
Fc1C3Fc2C2Fc4C1LPS12,T,C0,C2,C0,C0,C9,C0,3,0,7,0,0,6
Fc1C3Fc2C2Fc4C1LPS13,R,C8,C1,C7,C0,C0,C7,0,1,4,7,7,0
Fc1C3Fc2C2Fc4C1LPS14,R,C0,C0,C3,C6,C4,C0,1,0,0,8,0,3
Fc1C3Fc2C2Fc4C1LPS15,P,C3,C4,C1,C0,C2,C3,0,4,0,6,2,0
Fc1C3Fc2C2Fc4C2LQS3,S,C0,C2,C1,C0,C2,C3,4,1,5,0,0,0
Fc1C3Fc2C2Fc4C2LQS4,V,C0,C2,C2,C0,C3,C0,0,5,0,3,0,0
Fc1C3Fc2C2Fc4C2LQS5,P,C1,C7,C0,C5,C2,C0,0,0,0,0,0,0
Fc1C3Fc2C2Fc4C2LQS6,R,C4,C2,C9,C0,C9,C4,3,0,0,0,3,3
Fc1C3Fc2C2Fc4C2LQS7,R,C6,C7,C6,C6,C5,C2,6,4,0,0,0,0
Fc1C3Fc2C2Fc4C2LQS8,Q,C3,C4,C7,C6,C4,C2,0,0,2,9,5,8
Fc1C3Fc2C2Fc4C2LQS10,T,C7,C3,C0,C0,C7,C0,0,2,0,1,4,4
Fc1C3Fc2C2Fc4C2LQS11,P,C0,C0,C2,C4,C7,C7,0,0,0,0,0,0
Fc1C3Fc2C2Fc4C2LQS12,P,C9,C5,C0,C0,C3,C3,1,0,1,9,1,4
Fc1C3Fc2C2Fc4C2LQS13,R,C0,C3,C0,C0,C0,C0,0,0,0,0,0,0
Fc1C3Fc2C2Fc4C2LQS14,P,C0,C0,C6,C7,C0,C0,2,3,4,0,2,0
Fc1C3Fc2C2Fc4C2LQS15,Q,C0,C0,C9,C1,C3,C6,0,0,0,0,0,5
Fc1C3Fc2C2Fc4C3LRS3,P,C3,C7,C0,C1,C3,C4,0,0,0,4,0,9
Fc1C3Fc2C2Fc4C3LRS4,V,C3,C0,C5,C0,C0,C4,0,6,0,3,2,0
Fc1C3Fc2C2Fc4C3LRS5,S,C0,C6,C0,C0,C7,C3,3,0,0,8,2,0
Fc1C3Fc2C2Fc4C3LRS6,Q,C4,C0,C2,C4,C0,C1,0,5,0,0,0,8
Fc1C3Fc2C2Fc4C3LRS7,P,C8,C1,C1,C0,C0,C9,0,6,0,0,1,8
Fc1C3Fc2C2Fc4C3LRS8,R,C1,C0,C0,C1,C0,C0,3,0,5,0,0,0
Fc1C3Fc2C2Fc4C3LRS9,S,C1,C8,C6,C3,C1,C6,2,1,6,0,0,5
Fc1C3Fc2C2Fc4C3LRS10,S,C0,C0,C9,C1,C2,C0,0,4,4,1,2,0
Fc1C3Fc2C2Fc4C3LRS11,Q,C0,C3,C2,C0,C8,C0,8,3,4,1,0,0
Fc1C3Fc2C2Fc4C3LRS12,Q,C5,C0,C2,C0,C0,C0,0,5,0,6,7,6
Fc1C3Fc2C2Fc4C3LRS14,V,C4,C2,C8,C1,C0,C4,8,0,0,3,2,0
Fc1C3Fc2C2Fc4C3LRS15,R,C3,C3,C0,C0,C0,C0,2,1,3,1,0,9
Fc1C3Fc2C2Fc5C1LSS3,P,C3,C5,C3,C5,C1,C0,0,4,0,0,0,0
Fc1C3Fc2C2Fc5C1LSS4,T,C2,C8,C0,C0,C6,C3,5,0,3,4,0,5
Fc1C3Fc2C2Fc5C1LSS5,V,C7,C3,C4,C0,C0,C7,4,5,0,1,6,0
Fc1C3Fc2C2Fc5C1LSS6,S,C6,C0,C0,C8,C1,C3,0,8,0,2,5,5
Fc1C3Fc2C2Fc5C1LSS7,R,C3,C2,C0,C0,C9,C0,6,1,5,6,0,0
Fc1C3Fc2C2Fc5C1LSS8,R,C5,C3,C0,C0,C2,C0,0,3,1,8,0,3
Fc1C3Fc2C2Fc5C1LSS9,Q,C0,C3,C0,C0,C2,C9,5,0,3,0,0,0
Fc1C3Fc2C2Fc5C1LSS10,S,C0,C0,C1,C3,C0,C8,0,6,0,0,2,0
Fc1C3Fc2C2Fc5C1LSS11,S,C7,C0,C2,C0,C1,C3,0,0,0,0,2,0
Fc1C3Fc2C2Fc5C1LSS12,P,C9,C0,C0,C0,C3,C4,5,7,4,7,7,0
Fc1C3Fc2C2Fc5C1LSS13,R,C0,C8,C2,C3,C8,C7,3,3,0,0,4,0
Fc1C3Fc2C2Fc5C1LSS14,R,C1,C0,C0,C3,C0,C1,1,2,0,4,0,4
Fc1C3Fc2C2Fc5C2LTS3,T,C1,C9,C0,C0,C9,C2,0,4,0,5,1,5
Fc1C3Fc2C2Fc5C2LTS4,R,C0,C0,C3,C2,C6,C1,3,0,5,0,0,0
Fc1C3Fc2C2Fc5C2LTS7,R,C5,C2,C3,C0,C8,C2,0,6,0,1,4,0
Fc1C3Fc2C2Fc5C2LTS8,P,C1,C5,C0,C0,C1,C8,8,6,6,3,5,1
Fc1C3Fc2C2Fc5C2LTS9,P,C7,C3,C2,C1,C0,C7,0,1,2,3,3,5
Fc1C3Fc2C2Fc5C2LTS10,V,C3,C1,C0,C1,C1,C0,0,0,0,7,0,0
Fc1C3Fc2C2Fc5C2LTS11,P,C2,C0,C0,C8,C2,C1,4,0,0,6,0,0
Fc1C3Fc2C2Fc5C2LTS12,T,C2,C9,C0,C9,C1,C1,0,7,4,0,0,2
Fc1C3Fc2C2Fc5C2LTS13,P,C2,C1,C5,C9,C2,C0,0,0,6,0,0,4
Fc1C3Fc2C2Fc5C2LTS14,S,C0,C0,C7,C1,C1,C0,6,7,0,0,0,0
Fc1C3Fc2C2Fc5C2LTS15,T,C0,C3,C2,C1,C1,C3,0,0,8,0,0,0
Fc1C3Fc2C2Fc5C3LPS3,S,C2,C3,C0,C2,C2,C1,8,4,0,0,0,0
Fc1C3Fc2C2Fc5C3LPS4,R,C0,C3,C6,C0,C0,C3,0,4,0,4,0,0
Fc1C3Fc2C2Fc5C3LPS5,V,C2,C0,C0,C0,C2,C0,0,0,0,5,3,4
Fc1C3Fc2C2Fc5C3LPS7,P,C1,C1,C6,C7,C0,C2,0,1,6,0,5,3
Fc1C3Fc2C2Fc5C3LPS8,R,C0,C3,C9,C2,C2,C0,0,3,3,3,8,3
Fc1C3Fc2C2Fc5C3LPS9,R,C1,C3,C0,C0,C0,C2,9,4,0,0,1,0
Fc1C3Fc2C2Fc5C3LPS10,T,C0,C0,C2,C0,C2,C2,1,1,5,0,0,3
Fc1C3Fc2C2Fc5C3LPS11,P,C7,C0,C7,C8,C1,C0,4,1,3,1,0,8
Fc1C3Fc2C2Fc5C3LPS13,R,C5,C5,C0,C0,C1,C5,5,0,5,0,1,3
Fc1C3Fc2C2Fc5C3LPS15,R,C5,C1,C2,C3,C1,C2,1,0,2,0,0,4
Fc1C3Fc2C2Fv6V1LQS3,S,C3,C0,C4,C1,C4,C9,0,0,0,0,3,3
Fc1C3Fc2C2Fv6V1LQS4,Q,C8,C9,C9,C1,C1,C8,1,1,0,4,3,1
Fc1C3Fc2C2Fv6V1LQS5,T,C1,C9,C0,C0,C3,C0,0,0,0,4,0,0
Fc1C3Fc2C2Fv6V1LQS6,P,C0,C1,C3,C0,C5,C9,0,0,3,6,0,6
Fc1C3Fc2C2Fv6V1LQS7,Q,C0,C6,C0,C0,C0,C3,1,5,0,1,0,0
Fc1C3Fc2C2Fv6V1LQS8,Q,C0,C9,C6,C0,C0,C1,2,0,4,0,3,3
Fc1C3Fc2C2Fv6V1LQS9,R,C2,C0,C0,C0,C8,C0,1,0,6,1,0,0
Fc1C3Fc2C2Fv6V1LQS10,R,C3,C0,C9,C5,C0,C5,0,2,2,9,1,2
Fc1C3Fc2C2Fv6V1LQS11,V,C4,C1,C0,C1,C2,C9,0,6,1,8,1,3
Fc1C3Fc2C2Fv6V1LQS12,T,C8,C1,C0,C9,C0,C0,1,0,0,5,0,0
Fc1C3Fc2C2Fv6V1LQS13,P,C3,C2,C0,C9,C3,C2,1,5,0,0,0,0
Fc1C3Fc2C2Fv6V1LQS15,P,C0,C6,C0,C2,C0,C2,3,3,8,0,0,2
Fc1C3Fc2C2Fv6V2LRS3,Q,C4,C6,C0,C7,C0,C2,1,0,2,2,2,5
Fc1C3Fc2C2Fv6V2LRS4,Q,C8,C1,C0,C1,C0,C9,2,6,0,0,0,0
Fc1C3Fc2C2Fv6V2LRS5,Q,C0,C7,C0,C0,C9,C9,0,3,2,0,5,7
