sample,label,Fc0,Fc1,Fc2,Fc3,Fv4,Fv5,Fv6,Fv7
Fc1C3Fc3C1LPS50,R,C0,C0,C2,C1,0,0,5,0
Fc1C3Fc3C1LPS51,R,C0,C3,C1,C0,0,0,0,7
Fc1C3Fc3C1LPS52,R,C1,C1,C2,C0,0,5,0,0
Fc1C3Fc3C1LPS53,P,C2,C0,C1,C0,0,0,0,0
Fc1C3Fc3C1LPS54,P,C1,C2,C2,C0,0,0,0,9
Fc1C3Fc3C1LPS55,P,C0,C2,C3,C1,0,0,0,5
Fc1C3Fc3C1LPS56,P,C3,C2,C1,C1,0,9,0,0
Fc1C3Fc3C1LPS57,P,C1,C3,C0,C1,0,0,0,5
Fc1C3Fc3C1LPS58,P,C0,C0,C0,C2,0,0,0,0
Fc1C3Fc3C1LPS59,S,C0,C0,C1,C1,0,6,0,0
Fc1C3Fc3C1LPS60,R,C2,C1,C3,C3,0,0,0,0
Fc1C3Fc3C1LPS61,S,C6,C7,C2,C3,0,0,0,0
Fc1C3Fc3C1LPS62,P,C2,C0,C1,C3,0,0,0,0
Fc1C3Fc3C1LPS63,P,C9,C0,C0,C8,3,0,3,0
Fc1C3Fc3C1Fv4V1LQS15,V,C1,C0,C3,C3,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS16,T,C3,C2,C0,C1,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS17,P,C0,C3,C1,C0,1,0,0,8
Fc1C3Fc3C1Fv4V1LQS18,Q,C0,C2,C0,C0,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS19,Q,C1,C1,C1,C0,0,0,0,7
Fc1C3Fc3C1Fv4V1LQS20,S,C2,C0,C8,C3,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS21,R,C3,C9,C2,C0,0,0,9,0
Fc1C3Fc3C1Fv4V1LQS22,V,C0,C0,C0,C0,1,0,0,8
Fc1C3Fc3C1Fv4V1LQS23,Q,C0,C2,C0,C0,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS24,Q,C0,C1,C2,C1,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS25,Q,C1,C0,C2,C0,1,0,0,8
Fc1C3Fc3C1Fv4V1LQS26,Q,C0,C0,C2,C1,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS27,P,C0,C3,C0,C3,0,0,0,9
Fc1C3Fc3C1Fv4V1LQS29,Q,C9,C1,C9,C1,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS30,S,C0,C3,C0,C1,1,0,8,0
Fc1C3Fc3C1Fv4V1LQS31,Q,C3,C0,C3,C0,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS32,T,C0,C3,C2,C3,1,0,0,5
Fc1C3Fc3C1Fv4V1LQS33,Q,C0,C0,C0,C1,0,5,0,0
Fc1C3Fc3C1Fv4V1LQS34,P,C3,C0,C0,C0,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS35,Q,C0,C0,C2,C1,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS36,Q,C0,C3,C0,C1,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS37,R,C5,C2,C0,C1,0,0,9,0
Fc1C3Fc3C1Fv4V1LQS38,T,C0,C0,C0,C0,0,4,0,0
Fc1C3Fc3C1Fv4V1LQS39,P,C0,C2,C0,C3,0,4,0,0
Fc1C3Fc3C1Fv4V1LQS40,S,C5,C0,C0,C0,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS41,Q,C3,C0,C2,C0,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS42,Q,C0,C0,C0,C3,0,7,0,0
Fc1C3Fc3C1Fv4V1LQS43,T,C5,C2,C0,C0,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS44,Q,C3,C0,C2,C4,0,0,3,0
Fc1C3Fc3C1Fv4V1LQS45,Q,C1,C0,C0,C3,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS46,R,C9,C3,C1,C0,0,0,9,0
Fc1C3Fc3C1Fv4V1LQS47,Q,C3,C0,C0,C2,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS48,P,C4,C4,C3,C1,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS49,Q,C0,C0,C0,C0,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS50,P,C2,C0,C1,C3,0,0,0,8
Fc1C3Fc3C1Fv4V1LQS51,R,C0,C1,C0,C0,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS53,Q,C7,C0,C1,C1,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS54,R,C0,C0,C0,C0,1,0,0,7
Fc1C3Fc3C1Fv4V1LQS55,T,C0,C0,C0,C0,1,0,5,0
Fc1C3Fc3C1Fv4V1LQS57,S,C1,C3,C0,C0,0,0,0,5
Fc1C3Fc3C1Fv4V1LQS59,P,C0,C9,C0,C0,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS60,Q,C0,C0,C2,C0,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS61,Q,C0,C0,C2,C3,1,0,0,0
Fc1C3Fc3C1Fv4V1LQS62,R,C1,C2,C4,C3,0,0,0,0
Fc1C3Fc3C1Fv4V1LQS63,R,C4,C0,C7,C2,1,0,0,0
Fc1C3Fc3C1Fv4V2LRS15,S,C0,C0,C1,C0,1,3,0,0
Fc1C3Fc3C1Fv4V2LRS16,Q,C2,C0,C0,C1,2,3,0,0
Fc1C3Fc3C1Fv4V2LRS17,R,C0,C1,C0,C1,2,4,0,0
Fc1C3Fc3C1Fv4V2LRS18,Q,C0,C1,C2,C0,1,0,0,5
Fc1C3Fc3C1Fv4V2LRS19,P,C3,C0,C2,C2,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS20,R,C0,C0,C2,C0,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS21,Q,C0,C0,C0,C2,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS22,S,C1,C1,C0,C1,2,0,7,0
Fc1C3Fc3C1Fv4V2LRS24,R,C1,C1,C0,C4,2,0,0,4
Fc1C3Fc3C1Fv4V2LRS25,P,C1,C0,C2,C0,1,0,0,0
Fc1C3Fc3C1Fv4V2LRS26,R,C2,C0,C0,C3,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS28,P,C3,C3,C0,C0,1,0,0,0
Fc1C3Fc3C1Fv4V2LRS29,P,C0,C0,C0,C0,1,0,0,5
Fc1C3Fc3C1Fv4V2LRS30,Q,C0,C0,C0,C2,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS31,R,C7,C0,C0,C6,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS32,R,C0,C2,C2,C2,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS33,R,C0,C3,C2,C0,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS34,Q,C1,C0,C8,C0,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS35,V,C0,C0,C2,C3,1,0,7,0
Fc1C3Fc3C1Fv4V2LRS36,Q,C3,C0,C2,C1,1,0,0,4
Fc1C3Fc3C1Fv4V2LRS38,R,C1,C0,C0,C1,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS40,R,C2,C1,C0,C3,1,0,4,0
Fc1C3Fc3C1Fv4V2LRS41,Q,C1,C0,C0,C1,1,0,0,0
Fc1C3Fc3C1Fv4V2LRS42,R,C0,C0,C0,C1,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS43,R,C0,C2,C2,C0,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS44,R,C3,C0,C0,C3,1,0,3,0
Fc1C3Fc3C1Fv4V2LRS45,R,C1,C2,C0,C1,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS46,P,C0,C1,C1,C1,1,0,4,0
Fc1C3Fc3C1Fv4V2LRS47,R,C0,C0,C4,C3,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS48,P,C3,C2,C3,C0,2,0,0,7
Fc1C3Fc3C1Fv4V2LRS49,Q,C2,C3,C3,C0,1,0,0,0
Fc1C3Fc3C1Fv4V2LRS50,S,C0,C0,C0,C2,2,0,0,8
Fc1C3Fc3C1Fv4V2LRS52,R,C0,C1,C2,C0,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS53,R,C0,C1,C0,C0,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS54,P,C0,C0,C7,C0,2,8,0,0
Fc1C3Fc3C1Fv4V2LRS55,V,C0,C2,C2,C0,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS56,R,C0,C0,C0,C2,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS57,P,C0,C0,C3,C0,1,0,0,0
Fc1C3Fc3C1Fv4V2LRS58,R,C2,C2,C0,C0,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS60,P,C9,C0,C3,C1,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS61,P,C0,C0,C0,C0,2,0,0,0
Fc1C3Fc3C1Fv4V2LRS62,Q,C0,C3,C0,C3,2,0,8,0
Fc1C3Fc3C1Fv4V3LSS15,V,C0,C3,C2,C2,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS16,P,C0,C1,C3,C0,2,3,0,0
Fc1C3Fc3C1Fv4V3LSS17,S,C4,C2,C7,C3,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS18,P,C0,C0,C0,C0,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS19,P,C1,C2,C3,C0,3,0,0,7
Fc1C3Fc3C1Fv4V3LSS21,Q,C0,C2,C0,C3,2,0,0,7
Fc1C3Fc3C1Fv4V3LSS23,S,C3,C1,C0,C1,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS25,S,C0,C1,C0,C3,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS26,P,C0,C0,C0,C3,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS27,S,C1,C0,C0,C0,2,0,0,8
Fc1C3Fc3C1Fv4V3LSS28,S,C0,C3,C1,C0,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS29,Q,C3,C2,C0,C0,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS30,Q,C2,C0,C0,C4,3,9,0,0
Fc1C3Fc3C1Fv4V3LSS31,S,C0,C3,C1,C0,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS33,Q,C2,C3,C3,C0,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS34,Q,C1,C1,C0,C0,3,0,6,0
Fc1C3Fc3C1Fv4V3LSS35,P,C3,C3,C0,C3,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS36,S,C1,C0,C2,C1,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS37,S,C3,C0,C2,C2,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS38,P,C0,C1,C1,C0,3,0,5,0
Fc1C3Fc3C1Fv4V3LSS39,T,C0,C0,C0,C0,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS40,S,C1,C2,C0,C3,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS41,Q,C0,C0,C2,C8,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS42,S,C0,C0,C0,C0,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS43,P,C3,C2,C2,C7,3,0,9,0
Fc1C3Fc3C1Fv4V3LSS44,S,C0,C2,C1,C1,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS45,S,C0,C0,C2,C1,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS46,S,C1,C1,C0,C0,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS47,S,C0,C0,C2,C1,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS48,P,C1,C3,C2,C3,2,0,0,4
Fc1C3Fc3C1Fv4V3LSS49,S,C1,C0,C0,C2,3,0,9,0
Fc1C3Fc3C1Fv4V3LSS50,Q,C0,C0,C2,C0,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS51,T,C0,C0,C1,C0,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS54,S,C1,C0,C0,C0,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS55,R,C1,C0,C0,C0,3,0,5,0
Fc1C3Fc3C1Fv4V3LSS56,R,C0,C0,C2,C2,3,0,4,0
Fc1C3Fc3C1Fv4V3LSS57,Q,C1,C3,C1,C0,2,0,0,0
Fc1C3Fc3C1Fv4V3LSS58,R,C9,C0,C1,C3,3,8,0,0
Fc1C3Fc3C1Fv4V3LSS59,Q,C0,C2,C0,C3,3,5,0,0
Fc1C3Fc3C1Fv4V3LSS60,S,C1,C0,C0,C1,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS61,S,C0,C1,C0,C0,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS62,S,C1,C2,C2,C0,3,0,0,0
Fc1C3Fc3C1Fv4V3LSS63,R,C7,C2,C0,C0,2,0,0,0
Fc1C3Fc3C1Fv5V1LTS15,P,C0,C5,C2,C0,3,0,0,5
Fc1C3Fc3C1Fv5V1LTS16,R,C0,C1,C0,C2,0,1,4,0
Fc1C3Fc3C1Fv5V1LTS17,T,C2,C1,C0,C2,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS18,T,C0,C0,C0,C1,0,0,0,0
Fc1C3Fc3C1Fv5V1LTS19,T,C3,C0,C3,C0,0,0,0,6
Fc1C3Fc3C1Fv5V1LTS20,P,C0,C0,C3,C3,4,1,0,0
Fc1C3Fc3C1Fv5V1LTS21,T,C0,C2,C0,C3,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS22,T,C0,C0,C1,C3,0,0,0,0
Fc1C3Fc3C1Fv5V1LTS23,Q,C3,C0,C2,C0,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS24,S,C8,C0,C0,C1,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS25,P,C2,C1,C0,C0,0,0,9,0
Fc1C3Fc3C1Fv5V1LTS27,S,C0,C1,C3,C2,0,0,0,0
Fc1C3Fc3C1Fv5V1LTS28,P,C9,C0,C9,C0,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS29,P,C1,C2,C0,C0,4,0,0,0
Fc1C3Fc3C1Fv5V1LTS30,S,C1,C0,C0,C0,0,0,0,0
Fc1C3Fc3C1Fv5V1LTS31,Q,C0,C0,C3,C1,0,0,0,7
Fc1C3Fc3C1Fv5V1LTS32,V,C0,C0,C0,C0,0,1,3,0
Fc1C3Fc3C1Fv5V1LTS33,Q,C0,C3,C0,C1,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS34,S,C0,C7,C1,C1,0,1,3,0
Fc1C3Fc3C1Fv5V1LTS35,T,C3,C0,C3,C0,0,0,7,0
Fc1C3Fc3C1Fv5V1LTS36,P,C0,C0,C0,C1,0,0,7,0
Fc1C3Fc3C1Fv5V1LTS37,Q,C0,C1,C1,C0,5,0,0,0
Fc1C3Fc3C1Fv5V1LTS38,Q,C0,C3,C0,C2,0,0,0,7
Fc1C3Fc3C1Fv5V1LTS39,T,C1,C0,C1,C3,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS40,T,C2,C0,C1,C2,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS41,T,C0,C0,C0,C1,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS42,Q,C0,C1,C2,C0,0,1,9,0
Fc1C3Fc3C1Fv5V1LTS43,Q,C2,C0,C0,C0,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS44,V,C2,C1,C1,C0,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS45,P,C6,C0,C0,C2,0,0,0,0
Fc1C3Fc3C1Fv5V1LTS46,S,C0,C3,C8,C6,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS47,P,C0,C1,C0,C0,0,0,4,3
Fc1C3Fc3C1Fv5V1LTS48,T,C0,C1,C0,C1,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS50,S,C5,C0,C0,C3,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS51,Q,C4,C0,C0,C0,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS52,T,C0,C2,C0,C2,0,0,0,8
Fc1C3Fc3C1Fv5V1LTS53,S,C8,C1,C1,C0,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS54,R,C0,C0,C0,C0,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS55,T,C2,C2,C0,C0,0,0,0,0
Fc1C3Fc3C1Fv5V1LTS56,T,C7,C3,C4,C1,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS57,P,C0,C0,C1,C1,0,1,0,8
Fc1C3Fc3C1Fv5V1LTS58,T,C3,C0,C0,C1,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS59,R,C3,C0,C3,C0,0,1,0,0
Fc1C3Fc3C1Fv5V1LTS60,P,C0,C7,C0,C7,0,1,0,8
Fc1C3Fc3C1Fv5V1LTS61,T,C0,C4,C0,C2,4,0,0,0
Fc1C3Fc3C1Fv5V1LTS62,S,C1,C3,C1,C0,0,1,0,8
Fc1C3Fc3C1Fv5V1LTS63,T,C3,C2,C0,C3,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS15,S,C0,C2,C0,C0,0,2,0,4
Fc1C3Fc3C1Fv5V2LVS16,V,C0,C2,C0,C0,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS17,S,C3,C0,C6,C0,0,1,0,8
Fc1C3Fc3C1Fv5V2LVS18,V,C0,C1,C0,C3,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS19,P,C0,C0,C3,C0,0,2,0,0
Fc1C3Fc3C1Fv5V2LVS20,Q,C0,C0,C0,C3,0,2,0,0
Fc1C3Fc3C1Fv5V2LVS21,T,C0,C0,C1,C3,5,1,0,0
Fc1C3Fc3C1Fv5V2LVS22,Q,C0,C1,C2,C1,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS23,Q,C0,C0,C0,C2,0,1,0,4
Fc1C3Fc3C1Fv5V2LVS24,V,C0,C0,C0,C1,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS27,P,C3,C2,C0,C3,0,1,7,0
Fc1C3Fc3C1Fv5V2LVS28,S,C0,C0,C0,C2,0,1,0,6
Fc1C3Fc3C1Fv5V2LVS29,T,C4,C2,C2,C0,6,1,0,0
Fc1C3Fc3C1Fv5V2LVS30,S,C3,C3,C0,C2,0,1,0,5
Fc1C3Fc3C1Fv5V2LVS31,T,C0,C4,C0,C2,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS32,V,C1,C2,C0,C2,0,2,0,0
Fc1C3Fc3C1Fv5V2LVS33,S,C3,C3,C3,C3,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS34,Q,C3,C2,C0,C0,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS36,T,C3,C0,C0,C2,0,2,0,0
Fc1C3Fc3C1Fv5V2LVS37,P,C0,C3,C2,C0,8,2,0,0
Fc1C3Fc3C1Fv5V2LVS38,P,C0,C2,C3,C6,0,2,0,0
Fc1C3Fc3C1Fv5V2LVS39,S,C0,C0,C0,C0,0,2,6,0
Fc1C3Fc3C1Fv5V2LVS40,P,C1,C0,C8,C0,0,2,0,0
Fc1C3Fc3C1Fv5V2LVS41,T,C1,C1,C1,C0,0,1,0,6
Fc1C3Fc3C1Fv5V2LVS42,P,C2,C2,C1,C3,0,2,0,0
Fc1C3Fc3C1Fv5V2LVS43,V,C0,C1,C3,C0,0,1,0,8
Fc1C3Fc3C1Fv5V2LVS45,V,C3,C0,C0,C2,0,2,0,0
Fc1C3Fc3C1Fv5V2LVS46,P,C8,C0,C3,C2,7,1,0,0
Fc1C3Fc3C1Fv5V2LVS47,P,C6,C0,C1,C3,0,2,0,0
Fc1C3Fc3C1Fv5V2LVS48,P,C0,C3,C1,C1,0,1,0,7
Fc1C3Fc3C1Fv5V2LVS49,V,C5,C3,C0,C3,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS50,P,C0,C1,C0,C0,0,2,8,0
Fc1C3Fc3C1Fv5V2LVS51,R,C5,C3,C2,C0,0,2,0,0
Fc1C3Fc3C1Fv5V2LVS52,T,C1,C0,C2,C0,6,2,0,0
Fc1C3Fc3C1Fv5V2LVS53,P,C0,C0,C2,C0,9,2,0,0
Fc1C3Fc3C1Fv5V2LVS54,S,C8,C0,C1,C0,0,1,8,0
Fc1C3Fc3C1Fv5V2LVS55,V,C0,C0,C0,C1,0,2,0,0
Fc1C3Fc3C1Fv5V2LVS56,Q,C9,C0,C0,C1,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS57,Q,C1,C3,C1,C2,8,1,0,0
Fc1C3Fc3C1Fv5V2LVS58,V,C0,C2,C0,C4,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS59,P,C0,C0,C0,C2,0,1,0,5
Fc1C3Fc3C1Fv5V2LVS60,V,C0,C0,C0,C1,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS61,Q,C0,C2,C0,C0,0,2,7,0
Fc1C3Fc3C1Fv5V2LVS62,Q,C4,C0,C0,C0,0,1,0,0
Fc1C3Fc3C1Fv5V2LVS63,V,C0,C0,C2,C1,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS15,P,C0,C0,C0,C0,0,3,0,0
Fc1C3Fc3C1Fv5V3LPS16,P,C7,C2,C2,C3,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS17,V,C0,C0,C9,C1,0,3,5,0
Fc1C3Fc3C1Fv5V3LPS18,Q,C0,C0,C0,C1,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS19,Q,C9,C3,C0,C3,0,3,0,0
Fc1C3Fc3C1Fv5V3LPS20,R,C0,C2,C0,C2,7,2,0,0
Fc1C3Fc3C1Fv5V3LPS21,R,C0,C0,C0,C0,9,3,0,0
Fc1C3Fc3C1Fv5V3LPS22,Q,C0,C0,C3,C3,0,3,0,7
Fc1C3Fc3C1Fv5V3LPS23,S,C3,C0,C0,C0,4,3,0,0
Fc1C3Fc3C1Fv5V3LPS25,P,C0,C1,C0,C1,9,3,0,0
Fc1C3Fc3C1Fv5V3LPS26,V,C0,C2,C0,C2,0,3,0,8
Fc1C3Fc3C1Fv5V3LPS28,P,C0,C0,C3,C2,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS29,P,C0,C2,C0,C0,0,3,0,0
Fc1C3Fc3C1Fv5V3LPS30,P,C1,C3,C1,C2,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS31,T,C1,C0,C2,C0,0,3,0,5
Fc1C3Fc3C1Fv5V3LPS32,P,C1,C0,C1,C1,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS33,T,C0,C0,C1,C0,0,2,3,0
Fc1C3Fc3C1Fv5V3LPS34,V,C0,C0,C3,C2,0,3,4,0
Fc1C3Fc3C1Fv5V3LPS35,V,C0,C1,C0,C2,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS36,R,C1,C0,C2,C1,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS37,V,C0,C3,C2,C0,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS38,P,C0,C3,C0,C0,0,3,3,0
Fc1C3Fc3C1Fv5V3LPS39,V,C0,C9,C1,C0,0,3,9,0
Fc1C3Fc3C1Fv5V3LPS40,P,C2,C0,C0,C0,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS41,P,C1,C1,C3,C2,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS42,P,C1,C0,C3,C0,0,3,8,0
Fc1C3Fc3C1Fv5V3LPS44,Q,C0,C2,C0,C2,0,2,0,8
Fc1C3Fc3C1Fv5V3LPS45,Q,C0,C0,C0,C0,0,3,0,9
Fc1C3Fc3C1Fv5V3LPS46,P,C0,C1,C3,C1,0,3,0,0
Fc1C3Fc3C1Fv5V3LPS47,V,C0,C2,C0,C3,0,2,8,0
Fc1C3Fc3C1Fv5V3LPS48,P,C0,C0,C0,C3,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS49,P,C2,C0,C3,C2,0,3,0,8
Fc1C3Fc3C1Fv5V3LPS51,P,C2,C1,C0,C0,0,3,0,5
Fc1C3Fc3C1Fv5V3LPS52,R,C0,C0,C0,C2,0,2,0,5
Fc1C3Fc3C1Fv5V3LPS53,P,C0,C2,C1,C0,0,2,0,9
Fc1C3Fc3C1Fv5V3LPS54,P,C1,C0,C1,C0,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS55,P,C9,C0,C2,C0,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS56,R,C5,C0,C0,C0,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS57,P,C3,C0,C0,C1,0,2,0,0
Fc1C3Fc3C1Fv5V3LPS58,S,C0,C0,C1,C0,7,3,0,0
Fc1C3Fc3C1Fv5V3LPS59,V,C3,C0,C6,C3,0,3,0,0
Fc1C3Fc3C1Fv5V3LPS60,R,C1,C0,C3,C0,0,3,0,0
Fc1C3Fc3C1Fv5V3LPS61,Q,C9,C2,C0,C3,0,3,5,0
Fc1C3Fc3C1Fv5V3LPS62,S,C0,C5,C0,C0,4,2,0,0
Fc1C3Fc3C1Fv5V3LPS63,P,C0,C0,C0,C1,0,3,0,0
Fc1C3Fc3C1Fv6V1LQS15,Q,C1,C0,C0,C2,0,0,1,0
Fc1C3Fc3C1Fv6V1LQS16,Q,C0,C0,C0,C3,0,0,1,0
Fc1C3Fc3C1Fv6V1LQS17,S,C0,C1,C0,C2,0,8,1,0
Fc1C3Fc3C1Fv6V1LQS18,P,C0,C1,C0,C3,0,0,0,0
Fc1C3Fc3C1Fv6V1LQS19,R,C0,C3,C0,C3,0,0,1,7
Fc1C3Fc3C1Fv6V1LQS20,R,C2,C3,C0,C3,0,0,0,0
Fc1C3Fc3C1Fv6V1LQS21,Q,C3,C3,C0,C1,0,0,1,0
Fc1C3Fc3C1Fv6V1LQS22,V,C0,C0,C1,C1,0,0,1,7
Fc1C3Fc3C1Fv6V1LQS24,V,C1,C0,C2,C0,0,0,0,4
Fc1C3Fc3C1Fv6V1LQS25,P,C0,C0,C0,C0,0,0,0,0
Fc1C3Fc3C1Fv6V1LQS26,S,C9,C2,C9,C1,0,0,1,0
Fc1C3Fc3C1Fv6V1LQS27,R,C0,C0,C0,C7,0,0,0,0
Fc1C3Fc3C1Fv6V1LQS28,P,C0,C2,C2,C2,0,0,1,0
Fc1C3Fc3C1Fv6V1LQS29,S,C0,C1,C2,C6,0,0,1,5
Fc1C3Fc3C1Fv6V1LQS30,V,C0,C1,C4,C3,0,0,0,0
Fc1C3Fc3C1Fv6V1LQS31,P,C1,C0,C0,C2,0,0,1,0
Fc1C3Fc3C1Fv6V1LQS32,S,C1,C1,C0,C0,0,9,1,0
Fc1C3Fc3C1Fv6V1LQS33,P,C0,C0,C0,C0,0,0,1,0
Fc1C3Fc3C1Fv6V1LQS34,Q,C0,C0,C9,C2,0,0,1,0
Fc1C3Fc3C1Fv6V1LQS35,P,C3,C0,C2,C0,3,0,0,0
Fc1C3Fc3C1Fv6V1LQS36,P,C1,C3,C3,C0,0,0,1,4
Fc1C3Fc3C1Fv6V1LQS37,V,C0,C0,C0,C2,0,0,1,7
Fc1C3Fc3C1Fv6V1LQS38,Q,C0,C0,C3,C0,0,0,0,0
Fc1C3Fc3C1Fv6V1LQS39,Q,C3,C0,C3,C2,0,0,1,0
Fc1C3Fc3C1Fv6V1LQS40,S,C0,C3,C0,C0,3,0,1,0
Fc1C3Fc3C1Fv6V1LQS41,P,C0,C0,C1,C0,0,0,1,0
Fc1C3Fc3C1Fv6V1LQS42,Q,C0,C1,C0,C1,0,0,1,0
Fc1C3Fc3C1Fv6V1LQS43,R,C1,C3,C0,C0,0,3,1,0
Fc1C3Fc3C1Fv6V1LQS44,Q,C0,C1,C0,C3,0,3,0,0
